First Name,Last Name,Enrollment No,Full Name,Clan,Course,Parents Name,Mobile Number,Email,Band Color,Hostel Allocated,Fees Paid,Pending Fees
Sarthak,kumar,2502140068,SARTHAK KUMAR,Maratha,"B.Tech - CS,DS and Business",Pradeep kumar,+91725892782,sarthak.pradeep@gmail.com,Blue,True,True,False
Shayan,Mitra,2502140123,SHAYAN MITRA,Maratha,"B.Tech - CS,DS and Business",Deepak Mitra,+91780306775,shayan.deepak@gmail.com,Red,True,True,True
Shivam,Srivastava,2502140101,SHIVAM SRIVASTAVA,Maratha,"B.Tech - CS,DS and Business",Sandeep Srivastava,+91889992016,shivam.sandeep92@gmail.com,Red,True,True,False
Shray,Upadhyay,2502140134,SHRAY UPADHYAY,Maratha,"B.Tech - CS,DS and Business",Sunil Upadhyay,+91680976594,shray.sunil@gmail.com,Blue,True,False,False
SHUBH,MEHROTRA,2502140137,SHUBH MEHROTRA,Maratha,"B.Tech - CS,DS and Business",Ajay MEHROTRA,+91805640506,shubh.ajay@gmail.com,Red,False,True,False
Vaani,Yadav,2502140090,VAANI YADAV,Maratha,"B.Tech - CS,DS and Business",Sunil Yadav,+91979255889,vaani.sunil@gmail.com,Red,False,False,False
Yash,Sharma,2502140095,YASH SHARMA,Maratha,"B.Tech - CS,DS and Business",Sanjay Sharma,+91634482602,yash.sanjay@gmail.com,Blue,False,False,True
Adarsh,Mishra,2502110004,ADARSH MISHRA,Maratha,BBA - Entrepreneurship,Vikram Mishra,+91818828247,adarsh.vikram@gmail.com,Red,False,True,False
Ashutosh,Ghosh,2502110061,ASHUTOSH GHOSH,Maratha,BBA - Entrepreneurship,Sandeep Ghosh,+91891312139,ashutosh.sandeep@gmail.com,Red,True,True,False
Kavyansh,Jain,2502110018,KAVYANSH JAIN,Maratha,BBA - Entrepreneurship,Manoj Jain,+91823217093,kavyansh.manoj@gmail.com,Red,True,False,True
Mishti,Hooda,2502110066,MISHTI HOODA,Maratha,BBA - Entrepreneurship,Suresh Hooda,+91711043367,mishti.suresh@gmail.com,Blue,True,False,False
neha,yadav,2502110023,NEHA YADAV,Maratha,BBA - Entrepreneurship,Vikram yadav,+91809098769,neha.vikram@gmail.com,Red,False,False,True
palak,chhabra,2502110025,PALAK CHHABRA,Maratha,BBA - Entrepreneurship,Karan chhabra,+91973406061,palak.karan@gmail.com,Blue,True,True,False
Parmeet,Singh,2502110051,PARMEET SINGH,Maratha,BBA - Entrepreneurship,Rajesh Singh,+91909071403,parmeet.rajesh@gmail.com,Blue,False,False,True
Shiladitya,Roy,2502110073,SHILADITYA ROY,Maratha,BBA - Entrepreneurship,Rakesh Roy,+91856076544,shiladitya.rakesh@gmail.com,Red,False,True,True
Tamanpreet,Kaur,2502110037,TAMANPREET KAUR,Maratha,BBA - Entrepreneurship,Rajesh Kaur,+91788849071,tamanpreet.rajesh@gmail.com,Blue,True,False,True
Tushar,Tyagi,2502110053,TUSHAR TYAGI,Maratha,BBA - Entrepreneurship,Pradeep Tyagi,+91809372487,tushar.pradeep@gmail.com,Blue,True,False,True
Vidansh,verma,2502110040,VIDANSH VERMA,Maratha,BBA - Entrepreneurship,Vikram verma,+91888954965,vidansh.vikram@gmail.com,Blue,True,True,False
Gurnoor,Kaur,2503210031,GURNOOR KAUR,Rajputana,B.Design,Ashok Kaur,+91923868766,gurnoor.ashok@gmail.com,Red,False,False,True
Linima,sharma,2503210011,LINIMA SHARMA,Rajputana,B.Design,Ajay sharma,+91862116207,linima.ajay@gmail.com,Red,True,True,False
Poorna,Harjai,2503210017,POORNA HARJAI,Rajputana,B.Design,Ajay Harjai,+91746531030,poorna.ajay@gmail.com,Red,False,True,True
vageesh,yaji,2503210027,VAGEESH YAJI,Rajputana,B.Design,Vikram yaji,+91860727063,vageesh.vikram@gmail.com,Blue,True,False,True
Prachi,Sharma,2503210037,Prachi sharma,Rajputana,B.Design,Rajesh Sharma,+91808766121,prachi.rajesh@gmail.com,Blue,False,True,True
Anushree,Saxena,2504310055,ANUSHREE SAXENA,Rajputana,B.Sc (Hons) Psychology,Sandeep Saxena,+91959098790,anushree.sandeep@gmail.com,Blue,False,True,False
Drishti,Makkar,2504310015,DRISHTI MAKKAR,Rajputana,B.Sc (Hons) Psychology,Rakesh Makkar,+91988791919,drishti.rakesh@gmail.com,Blue,True,False,True
Harshil,Jobanputra,2504310017,HARSHIL JOBANPUTRA,Rajputana,B.Sc (Hons) Psychology,Vijay Jobanputra,+91850928175,harshil.vijay@gmail.com,Red,False,True,False
Ishita,Verma,2504310046,ISHITA VERMA,Rajputana,B.Sc (Hons) Psychology,Sunil Verma,+91934071663,ishita.sunil@gmail.com,Red,False,True,False
Jasmeh,kaur,2504310058,JASMEH KAUR,Rajputana,B.Sc (Hons) Psychology,Ashok kaur,+91614477503,jasmeh.ashok@gmail.com,Blue,True,True,False
Kashish,meena,2504310020,KASHISH MEENA,Rajputana,B.Sc (Hons) Psychology,Rakesh meena,+91917770015,kashish.rakesh@gmail.com,Blue,False,False,False
Samridhi,Negi,2504310048,SAMRIDHI NEGI,Rajputana,B.Sc (Hons) Psychology,Karan Negi,+91955945284,samridhi.karan@gmail.com,Blue,True,True,False
Sukhman,Kahlon,2504310057,SUKHMAN KAHLON,Rajputana,B.Sc (Hons) Psychology,Rajesh Kahlon,+91645068948,sukhman.rajesh@gmail.com,Red,False,False,False
Aarabdh,Sharma,2501010611,AARABDH SHARMA,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Vikram Sharma,+91672853105,aarabdh.vikram@gmail.com,Red,True,False,False
Abhijeet,Saini,2501010013,ABHIJEET SAINI,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Manoj Saini,+91697565028,abhijeet.manoj@gmail.com,Blue,True,True,False
Abhishek,Pradhan,2501010018,ABHISHEK PRADHAN,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Suresh Pradhan,+91739670356,abhishek.suresh@gmail.com,Blue,False,True,False
Adarsh,Balu,2501010640,ADARSH BALU,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Rakesh Balu,+91775746125,adarsh.rakesh@gmail.com,Red,False,True,True
Adil,Reyaz,2501010025,Adil Reyaz,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Sanjay Reyaz,+91844114843,adil.sanjay@gmail.com,Blue,False,False,True
AKSHAT,SHUKLA,2501010046,AKSHAT SHUKLA,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Sandeep SHUKLA,+91781194227,akshat.sandeep@gmail.com,Blue,False,True,True
Akshit,baliyan,2501010048,AKSHIT BALIYAN,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Rakesh baliyan,+91749387883,akshit.rakesh@gmail.com,Red,False,True,True
aman,agrawal,2501010051,AMAN KUMAR,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Vikram agrawal,+91735437245,aman.vikram@gmail.com,Red,True,True,True
Amrit,Raj,2501010052,AMRIT RAJ,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Ramesh Raj,+91852494060,amrit.ramesh@gmail.com,Blue,False,True,False
Anindya,Sarkar,2501010058,ANINDYA SARKAR,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Rajesh Sarkar,+91889598399,anindya.rajesh@gmail.com,Red,True,True,False
Ankit,Jakhar,2501010060,ANKIT JAKHAR,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Suresh Jakhar,+91787883528,ankit.suresh@gmail.com,Blue,True,False,False
Ankush,verma,2501010065,ANKUSH VERMA,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Ajay verma,+91949043454,ankush.ajay@gmail.com,Red,False,False,False
Ansh,Gupta,2501010067,ANSH GUPTA,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Ramesh Gupta,+91949908116,ansh.ramesh51@gmail.com,Red,True,True,False
Ansh,Sharma,2501010578,ANSH SHARMA,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Rajesh Sharma,+91732759212,ansh.rajesh@gmail.com,Blue,True,True,False
Arnav,Gupta,2501010080,ARNAV GUPTA,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Sanjay Gupta,+91610941438,arnav.sanjay@gmail.com,Red,True,True,False
Arpit,Tripathi,2501010085,ARPIT TRIPATHI,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Rahul Tripathi,+91681809649,arpit.rahul@gmail.com,Red,True,True,True
Arpita,Bharti,2501010087,ARPITA BHARTI,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Ajay Bharti,+91667764370,arpita.ajay@gmail.com,Red,False,False,True
Aryan,Goyal,2501010092,ARYAN GOYAL,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Arun Goyal,+91959412982,aryan.arun@gmail.com,Red,True,True,True
Aryan,Mudgal,2501010096,ARYAN MUDGAL,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Anil Mudgal,+91902778860,aryan.anil@gmail.com,Red,False,False,True
Ashima,bansal,2501010648,ASHIMA BANSAL,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Sanjay bansal,+91849663219,ashima.sanjay@gmail.com,Red,False,False,False
Ashwin,Agrawal,2501010098,ASHWIN AGRAWAL,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Deepak Agrawal,+91798049088,ashwin.deepak@gmail.com,Blue,True,True,False
Ashwin,Maurya,2501010099,ASHWIN MAURYA,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Vijay Maurya,+91925286162,ashwin.vijay@gmail.com,Red,False,False,False
ATUL,PANDA,2501010705,ATUL PANDA,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Rahul PANDA,+91985665103,atul.rahul@gmail.com,Blue,False,False,True
Ayush,Jyala,2501010543,AYUSH JYALA,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Anil Jyala,+91687921097,ayush.anil@gmail.com,Blue,False,False,False
BHUMIKA,BENIWAL,2501010117,BHUMIKA BENIWAL,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Pradeep BENIWAL,+91658035074,bhumika.pradeep@gmail.com,Red,True,False,False
Boiri,Aditya,2501010118,BOIRI ADITYA,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Karan Aditya,+91613785996,boiri.karan@gmail.com,Blue,False,True,False
Chayan,Leekha,2501010123,CHAYAN LEEKHA,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Pradeep Leekha,+91909128512,chayan.pradeep@gmail.com,Blue,False,True,True
Chirag,Antil,2501010125,CHIRAG ANTIL,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Rakesh Antil,+91812952228,chirag.rakesh@gmail.com,Blue,False,False,False
Chirag,tyagi,2501010126,CHIRAG TYAGI,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Sanjay tyagi,+91640800296,chirag.sanjay@gmail.com,Blue,True,True,True
Debanshika,Das,2501010560,DEBANSHIKA DAS,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Karan Das,+91970770791,debanshika.karan@gmail.com,Red,False,True,True
Deepali,Aggarwal,2501010134,DEEPALI AGGARWAL,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Ajay Aggarwal,+91654707845,deepali.ajay@gmail.com,Blue,True,True,True
Dipesh,Singla,2501010147,DIPESH SINGLA,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Pradeep Singla,+91967358774,dipesh.pradeep@gmail.com,Red,True,True,True
Disha,shekhawat,2501010148,DISHA SHEKHAWAT,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Rahul shekhawat,+91664990941,disha.rahul@gmail.com,Blue,True,True,False
Divyansh,jha,2501010604,DIVYANSH JHA,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Karan jha,+91622048823,divyansh.karan@gmail.com,Red,True,False,True
Dwij,saini,2501010158,DWIJ SAINI,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Alok saini,+91886015427,dwij.alok@gmail.com,Red,True,True,True
gourav,mittal,2501010169,GOURAV MITTAL,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Vikram mittal,+91955151564,gourav.vikram@gmail.com,Red,True,True,False
Harshal,Grover,2501010180,HARSHAL GROVER,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Alok Grover,+91637020865,harshal.alok@gmail.com,Blue,False,True,False
Harshvardhan,Dhankhar,2501010562,HARSHVARDHAN DHANKHAR,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Vinod Dhankhar,+91947647137,harshvardhan.vinod@gmail.com,Blue,True,True,True
Himanshi,yadav,2501010556,HIMANSHI YADAV,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Sandeep yadav,+91606792569,himanshi.sandeep@gmail.com,Blue,False,False,False
Ishita Neeraj,Sharma,2501010195,ISHITA SHARMA,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Vikram Sharma,+91863175037,ishitaneeraj.vikram@gmail.com,Red,False,False,True
Jashanpreet,Singh,2501010200,JASHANPREET SINGH,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Anil Singh,+91832746102,jashanpreet.anil@gmail.com,Blue,True,False,True
Jay,Chaudhary,2501010204,JAY CHAUDHARY,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Alok Chaudhary,+91941227155,jay.alok@gmail.com,Blue,False,False,True
Jyoti,Kesari,2501010207,JYOTI KESARI,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Manoj Kesari,+91979733439,jyoti.manoj@gmail.com,Red,False,True,True
kartik,sharma,2501010638,KARTIK SHARMA,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Sunil sharma,+91833800381,kartik.sunil@gmail.com,Blue,False,False,False
Kartikey,Dhawan,2501010213,KARTIKEY DHAWAN,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Vijay Dhawan,+91993953352,kartikey.vijay@gmail.com,Blue,False,True,True
Karunesh,Mahra,2501010214,KARUNESH MAHRA,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Vinod Mahra,+91949211667,karunesh.vinod@gmail.com,Red,True,True,False
Kavy,Singhvi,2501010215,KAVY SINGHVI,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Deepak Singhvi,+91930665424,kavy.deepak@gmail.com,Blue,False,True,False
Khush,Gautam,2501010220,KHUSH GAUTAM,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Ashok Gautam,+91859575747,khush.ashok@gmail.com,Red,True,True,False
Khushi,Chaudhary,2501010221,KHUSHI CHAUDHARY,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Manoj Chaudhary,+91833847273,khushi.manoj@gmail.com,Blue,False,True,False
Kishan,Kumar,2501010225,Kishan Kumar,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Karan Kumar,+91744093758,kishan.karan@gmail.com,Blue,False,False,True
Krishna,Gulalia,2501010232,KRISHNA GULALIA,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Sandeep Gulalia,+91731799213,krishna.sandeep@gmail.com,Red,True,False,False
Krishna,sharma,2501010234,KRISHNA SHARMA,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Ramesh sharma,+91749748461,krishna.ramesh@gmail.com,Blue,False,False,True
Kushagra,Sharma,2501010240,KUSHAGRA SHARMA,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Manoj Sharma,+91730923185,kushagra.manoj@gmail.com,Blue,False,False,False
Lakshay,Chaudhary,2501010623,LAKSHAY CHAUDHARY,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Manoj Chaudhary,+91905935698,lakshay.manoj@gmail.com,Blue,False,True,False
Lakshay,Goyal,2501010244,LAKSHAY GOYAL,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Rahul Goyal,+91958730953,lakshay.rahul@gmail.com,Red,True,False,True
MADHAV,AGARWAL,2501010619,MADHAV AGARWAL,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Rakesh AGARWAL,+91780601562,madhav.rakesh@gmail.com,Blue,False,True,True
Mansha,Agarwal,2501010262,MANSHA AGARWAL,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Rajesh Agarwal,+91865378780,mansha.rajesh@gmail.com,Blue,True,False,True
MANYA,JUNEJA,2501010691,MANYA JUNEJA,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Sandeep JUNEJA,+91697624528,manya.sandeep@gmail.com,Blue,False,True,False
Mayank,Bajoria,2501010265,MAYANK BAJORIA,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Arun Bajoria,+91713880976,mayank.arun373@gmail.com,Blue,True,True,False
Mayank,Jangra,2501010573,MAYANK JANGRA,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Deepak Jangra,+91782718024,mayank.deepak296@gmail.com,Red,True,False,True
Mayank,Sharma,2501010266,MAYANK SHARMA,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Rahul Sharma,+91976445159,mayank.rahul@gmail.com,Blue,False,True,True
Mihir,sahu,2501010666,MIHIR SAHU,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Deepak sahu,+91898388036,mihir.deepak@gmail.com,Red,False,True,True
Mradusha,Sharma,2501010281,MRADUSHA SHARMA,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Rajesh Sharma,+91877362143,mradusha.rajesh@gmail.com,Red,True,False,True
Naman,mishra,2501010292,NAMAN MISHRA,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Sanjay mishra,+91645963108,naman.sanjay@gmail.com,Red,True,True,False
Navneet,Kumar,2501010298,NAVNEET KUMAR,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Ajay Kumar,+91986587142,navneet.ajay@gmail.com,Red,False,False,True
Nischal,Jain,2501010713,NISCHAL JAIN,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Vikram Jain,+91862303235,nischal.vikram@gmail.com,Blue,True,False,True
Nishant,Jain,2501010656,NISHANT JAIN,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Ashok Jain,+91729022929,nishant.ashok@gmail.com,Blue,False,False,True
Ojaswa,Chauhan,2501010312,OJASWA CHAUHAN,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Arun Chauhan,+91946766476,ojaswa.arun@gmail.com,Blue,False,True,True
Ojus,Sood,2501010313,OJUS SOOD,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Arun Sood,+91840611877,ojus.arun@gmail.com,Red,False,True,False
Palak,Garg,2501010316,PALAK GARG,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Rajesh Garg,+91649957637,palak.rajesh@gmail.com,Red,False,True,True
Param,Malik,2501010319,PARAM MALIK,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Pradeep Malik,+91718968663,param.pradeep@gmail.com,Blue,True,False,False
Parv,Goyal,2501010328,PARV GOYAL,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Rakesh Goyal,+91971400401,parv.rakesh@gmail.com,Blue,False,True,True
Parv,Narang,2501010329,PARV NARANG,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Ajay Narang,+91764393111,parv.ajay@gmail.com,Blue,True,False,True
PRAKHAR,YADAV,2501010703,PRAKHAR YADAV,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Karan YADAV,+91798116346,prakhar.karan@gmail.com,Red,False,False,False
Pranav,Tyagi,2501010695,PRANAV TYAGI,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Arun Tyagi,+91897143528,pranav.arun@gmail.com,Blue,True,True,True
Pratikk,Pradhan,2501010630,PRATIKK PRADHAN,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Vinod Pradhan,+91784553344,pratikk.vinod@gmail.com,Red,False,False,False
Prithwiraj,Mitra,2501010615,PRITHWIRAJ MITRA,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Vikram Mitra,+91895487561,prithwiraj.vikram@gmail.com,Red,True,True,False
Priyadarshi,Sidhartha,2501010354,PRIYADARSHI SIDHARTHA,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Sandeep Sidhartha,+91788876837,priyadarshi.sandeep@gmail.com,Red,True,True,True
Priyal,Tayal,2501010632,PRIYAL TAYAL,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Manoj Tayal,+91745447148,priyal.manoj@gmail.com,Blue,False,True,False
Priyanka,Tiwari,2501010692,PRIYANKA TIWARI,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Pradeep Tiwari,+91734971321,priyanka.pradeep@gmail.com,Blue,False,True,False
Ritik,Beniwal,2501010379,RITIK BENIWAL,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Ajay Beniwal,+91664776632,ritik.ajay@gmail.com,Blue,False,True,False
Rohit,Singh,2501010385,ROHIT SINGH,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Sanjay Singh,+91769408512,rohit.sanjay@gmail.com,Red,False,False,False
Sahil,Dhillon,2501010393,SAHIL DHILLON,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Anil Dhillon,+91998831233,sahil.anil@gmail.com,Red,True,False,False
SAKSHAM,KACHHAWAHA,2501010399,SAKSHAM KACHHAWAHA,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Ashok KACHHAWAHA,+91970528737,saksham.ashok@gmail.com,Blue,False,False,False
Samarthya,Seth,2501010658,SAMARTHYA SETH,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Vijay Seth,+91702832777,samarthya.vijay@gmail.com,Red,True,True,False
SARTHAK,GUPTA,2501010408,SARTHAK GUPTA,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Sanjay GUPTA,+91996535353,sarthak.sanjay@gmail.com,Red,True,True,False
shaurya,negi,2501010423,SHAURYA NEGI,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Arun negi,+91748444607,shaurya.arun@gmail.com,Blue,False,True,True
Shaurya,Negi,2501010422,SHAURYA NEGI,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Karan Negi,+91881662274,shaurya.karan@gmail.com,Blue,True,False,True
Shaurya,Sharma,2501010421,SHAURYA SHARMA,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Rahul Sharma,+91751933769,shaurya.rahul@gmail.com,Red,True,True,False
Shivam,Kumar,2501010428,SHIVAM KUMAR,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Anil Kumar,+91704216083,shivam.anil@gmail.com,Blue,True,False,True
Shresth,Juyal,2501010436,SHRESTH JUYAL,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Pradeep Juyal,+91722129095,shresth.pradeep@gmail.com,Blue,True,False,False
Shreyansh,Rathaur,2501010439,SHREYANSH RATHAUR,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Alok Rathaur,+91696336946,shreyansh.alok@gmail.com,Blue,False,True,False
Shweta,Sharma,2501010448,SHWETA SHARMA,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Pradeep Sharma,+91607595844,shweta.pradeep@gmail.com,Blue,False,True,True
Swaraj,Agarwal,2501010468,SWARAJ AGARWAL,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Ashok Agarwal,+91667958709,swaraj.ashok@gmail.com,Red,False,False,False
Vansh,Gaur,2501010494,VANSH GAUR,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Deepak Gaur,+91624436055,vansh.deepak65@gmail.com,Blue,False,True,False
Vansh,Grover,2501010493,VANSH GROVER,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Ashok Grover,+91756839665,vansh.ashok@gmail.com,Blue,True,False,False
Vansh,malik,2501010601,VANSH MALIK,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Sunil malik,+91942453662,vansh.sunil@gmail.com,Blue,True,True,False
Varun,Jaiswal,2501010631,VARUN JAISWAL,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Arun Jaiswal,+91655076321,varun.arun@gmail.com,Blue,False,True,True
Vinayak,Agrawal,2501010508,VINAYAK AGRAWAL,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Rajesh Agrawal,+91908198383,vinayak.rajesh@gmail.com,Red,False,False,False
Vinayak,Pachauri,2501010507,VINAYAK PACHAURI,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Pradeep Pachauri,+91852005564,vinayak.pradeep@gmail.com,Blue,False,True,False
Vyomini,Tiwari,2501010729,VYOMINI TIWARI,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Arun Tiwari,+91836474887,vyomini.arun@gmail.com,Red,True,False,False
Yashmeet,Anjna,2501010525,YASHMEET ANJNA,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Sandeep Anjna,+91698979491,yashmeet.sandeep@gmail.com,Red,False,True,True
Yatharth,Katta,2501010529,YATHARTH KATTA,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Suresh Katta,+91735548300,yatharth.suresh@gmail.com,Red,False,False,False
Yug,Rastogi,2501010684,YUG RASTOGI,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Arun Rastogi,+91661250065,yug.arun@gmail.com,Blue,False,False,True
Yuvansh,Juneja,2501010537,YUVANSH JUNEJA,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Ramesh Juneja,+91815128168,yuvansh.ramesh@gmail.com,Blue,True,True,True
Yuvraj,Singh,2501010538,YUVRAJ SINGH,Rajputana,B.Tech - Computer Science and Artificial Intelligence,Arun Singh,+91639772562,yuvraj.arun@gmail.com,Red,True,False,False
Aaditya,Verma,2502140130,AADITYA VERMA,Rajputana,"B.Tech - CS,DS and Business",Karan Verma,+91937931089,aaditya.karan@gmail.com,Blue,True,True,False
Abhinav,Sharma,2502140005,ABHINAV SHARMA,Rajputana,"B.Tech - CS,DS and Business",Suresh Sharma,+91681457818,abhinav.suresh@gmail.com,Red,True,True,True
Aditya,kumar,2502140009,ADITYA KUMAR,Rajputana,"B.Tech - CS,DS and Business",Sunil kumar,+91902172204,aditya.sunil@gmail.com,Red,True,True,False
Aditya,Kumar,2502140115,ADITYA KUMAR,Rajputana,"B.Tech - CS,DS and Business",Pradeep Kumar,+91645731148,aditya.pradeep264@gmail.com,Red,True,False,True
Aditya,kumar,2502140139,Aditya Kumar,Rajputana,"B.Tech - CS,DS and Business",Anil kumar,+91899613177,aditya.anil@gmail.com,Red,True,False,True
Alok,Rawat,2502140012,ALOK RAWAT,Rajputana,"B.Tech - CS,DS and Business",Vikram Rawat,+91925514309,alok.vikram@gmail.com,Blue,True,True,False
Arnav,Bhatnagar,2502140135,Arnav Bhatnagar,Rajputana,"B.Tech - CS,DS and Business",Rahul Bhatnagar,+91932010824,arnav.rahul@gmail.com,Red,False,True,False
Aveek,Kumar,2502140127,AVEEK KUMAR,Rajputana,"B.Tech - CS,DS and Business",Ajay Kumar,+91880553993,aveek.ajay@gmail.com,Red,False,False,True
Avni,Bhambani,2502140017,AVNI BHAMBANI,Rajputana,"B.Tech - CS,DS and Business",Rakesh Bhambani,+91841868109,avni.rakesh@gmail.com,Red,True,True,True
Chirag,Gautram,2502140020,CHIRAG GAUTAM,Rajputana,"B.Tech - CS,DS and Business",Manoj Gautram,+91759640245,chirag.manoj@gmail.com,Blue,True,True,True
GUNJ,TIBREWALA,2502140024,GUNJ TIBREWALA,Rajputana,"B.Tech - CS,DS and Business",Karan TIBREWALA,+91830226264,gunj.karan@gmail.com,Red,False,False,True
Kanugula,Jayasurya,2502140119,KANUGULA JAYASURYA,Rajputana,"B.Tech - CS,DS and Business",Pradeep Jayasurya,+91905280620,kanugula.pradeep@gmail.com,Red,True,True,False
Kashish,Choudhary,2502140116,KASHISH CHOUDHARY,Rajputana,"B.Tech - CS,DS and Business",Rahul Choudhary,+91632335898,kashish.rahul@gmail.com,Blue,True,False,False
Kushal,Chaudhary,2502140037,KUSHAL CHAUDHARY,Rajputana,"B.Tech - CS,DS and Business",Rahul Chaudhary,+91997332422,kushal.rahul@gmail.com,Blue,True,True,False
